MN,2000-06-27T18:30:00.000Z,Severe Storm(s),White Earth,172
ND,2000-06-27T20:54:32.000Z,Severe Storm(s),Fort Berthold,224
ND,2000-06-27T20:54:32.000Z,Severe Storm(s),Turtle Mountain,159
MT,2000-08-30T00:00:00.000Z,Fire,Blackfeet,19
MT,2000-08-30T00:00:00.000Z,Fire,Crow,34
MT,2000-08-30T00:00:00.000Z,Fire,Flathead,222
MT,2000-08-30T00:00:00.000Z,Fire,Fort Belknap,42
MT,2000-08-30T00:00:00.000Z,Fire,Northern Cheyenne,98
MT,2000-08-30T00:00:00.000Z,Fire,Rocky Boy's,117
ID,2000-09-01T13:45:00.000Z,Fire,Fort Hall,44
AZ,2000-10-27T18:00:00.000Z,Severe Storm(s),Gila River,233
MN,2001-05-16T11:00:00.000Z,Flood,Mille Lacs,86
MN,2001-05-16T11:00:00.000Z,Flood,Fond du Lac,39
MN,2001-05-16T11:00:00.000Z,Flood,White Earth,172
MN,2001-05-16T11:00:00.000Z,Flood,Red Lake,302
MN,2001-05-16T11:00:00.000Z,Flood,Prairie Island,110
MN,2001-05-16T11:00:00.000Z,Flood,Upper Sioux,165
ND,2001-05-28T00:00:00.000Z,Flood,Turtle Mountain,159
MT,2001-05-28T00:00:00.000Z,Severe Storm(s),Crow,34
CO,2002-06-19T00:00:00.000Z,Fire,Southern Ute,321
CO,2002-06-19T00:00:00.000Z,Fire,Ute Mountain,167
AZ,2002-06-25T08:00:00.000Z,Fire,Fort Apache,223
AK,2002-06-26T20:00:00.000Z,Flood,Crooked Creek,442
AK,2002-06-26T20:00:00.000Z,Flood,Lime Village,511
AK,2002-06-26T20:00:00.000Z,Flood,Red Devil,566
AK,2002-06-26T20:00:00.000Z,Flood,Sleetmute,582
MT,2002-07-03T15:30:00.000Z,Severe Storm(s),Blackfeet,19
ND,2002-09-10T00:00:00.000Z,Severe Storm(s),Fort Berthold,224
AK,2002-12-04T16:40:00.000Z,Severe Storm(s),Chignik Lagoon,430
AK,2002-12-04T16:40:00.000Z,Severe Storm(s),Chignik Lake,431
NC,2003-03-27T10:20:00.000Z,Severe Ice Storm,Eastern Cherokee,217
NC,2003-09-18T16:10:00.000Z,Hurricane,Eastern Cherokee,217
ND,2004-05-05T06:00:00.000Z,Severe Storm(s),Standing Rock,324
ND,2004-05-05T06:00:00.000Z,Severe Storm(s),Turtle Mountain,159
ND,2004-05-05T06:00:00.000Z,Severe Storm(s),Spirit Lake,322
SD,2004-07-20T20:45:00.000Z,Severe Storm(s),Rosebud,118
AZ,2005-02-17T20:35:00.000Z,Severe Storm(s),Hopi,57
AZ,2005-02-17T20:35:00.000Z,Severe Storm(s),Navajo Nation,93
AZ,2005-04-14T20:26:00.000Z,Severe Storm(s),Gila River,233
AZ,2005-04-14T20:26:00.000Z,Severe Storm(s),Havasupai,238
AZ,2005-04-14T20:26:00.000Z,Severe Storm(s),Hopi,57
AZ,2005-04-14T20:26:00.000Z,Severe Storm(s),Navajo Nation,93
AZ,2005-04-14T20:26:00.000Z,Severe Storm(s),San Carlos,309
ID,2005-07-06T13:47:00.000Z,Flood,Nez Perce,275
ND,2005-07-22T18:51:00.000Z,Severe Storm(s),Fort Berthold,224
ND,2005-07-22T18:51:00.000Z,Severe Storm(s),Turtle Mountain,159
ND,2005-07-22T18:51:00.000Z,Severe Storm(s),Standing Rock,324
UT,2005-08-01T13:13:00.000Z,Flood,Uintah and Ouray,162
ND,2005-11-21T18:01:00.000Z,Snow,Fort Berthold,224
AZ,2003-07-14T16:22:00.000Z,Fire,Fort Apache,223
AK,2004-09-01T20:40:00.000Z,Fire,Dot Lake,446
AK,2004-09-01T20:40:00.000Z,Fire,Northway,541
AK,2004-09-01T20:40:00.000Z,Fire,Tanacross,592
AK,2004-09-01T20:40:00.000Z,Fire,Tetlin,598
NY,2003-08-23T16:30:00.000Z,Other,Oneida,282
ND,2004-04-02T15:20:00.000Z,Snow,Fort Berthold,224
